time,position,velocity
0.00012466695625334978,1.9127197265625,-9.806300163269043
0.025634041987359524,1.1739349365234375,-19.767356872558594
0.04816024994943291,0.820281982421875,-16.848459243774414
0.07076108397450298,0.4670867919921875,-17.45077896118164
0.09350574994459748,0.09161376953125,-16.114501953125
0.11522795900236815,-0.1245574951171875,-3.0753865242004395
0.13754179200623184,0.08502197265625,3.465749979019165
0.159839708940126,0.1713104248046875,4.132481575012207
0.18229758401867002,0.196502685546875,1.3647431135177612
0.20393091696314514,0.2010650634765625,0.04786437749862671
0.22553983400575817,0.157196044921875,-2.0387511253356934
0.24769741704221815,0.078521728515625,-3.6103687286376953
0.2704281249316409,-0.01239013671875,-3.723361015319824
0.29305504204239696,-0.065185546875,-0.9123721718788147
0.3154683340108022,-0.051239013671875,0.18723978102207184
0.3376024590106681,-0.0569610595703125,0.06017928570508957
0.3597827919293195,-0.0566558837890625,0.011015898548066616
0.3823073749663308,-0.0567169189453125,-0.0007404505158774555
0.40403504204005003,-0.056732177734375,-0.0016282976139336824
0.4257199589628726,-0.0567169189453125,0.0002754445595201105
0.44822287501301616,-0.0566558837890625,0.0037417018320411444
0.4705553340027109,-0.0567169189453125,-0.0003342285053804517
0.49301504204049706,-0.05670166015625,0.0009313466143794358
0.5158604170428589,-0.056732177734375,-0.001233062008395791
0.5381989589659497,-0.0566864013671875,0.002018415369093418
0.5608575419755653,-0.05670166015625,0.0015197363682091236
0.583600249956362,-0.0567169189453125,-0.0011987336911261082
0.6061877500033006,-0.0566864013671875,0.0028350872453302145
0.6287345419405028,-0.0567474365234375,-0.0029849575366824865
0.6512010840233415,-0.0567169189453125,0.0005013273912481964
0.6729158340021968,-0.0567169189453125,0.0008106266614049673
0.6946565000107512,-0.0566864013671875,0.0028923028148710728
0.7174445419805124,-0.0567169189453125,-0.0007327811908908188
0.739956708974205,-0.056671142578125,0.003007989376783371
0.7617088339757174,-0.05670166015625,-0.0006806013407185674
0.7838127500144765,-0.0567169189453125,-0.00012081958266207948
0.8051167089724913,-0.0567169189453125,-0.0006936484132893384
0.8275005419272929,-0.0566864013671875,0.0022973886225372553
0.8500064170220867,-0.05670166015625,0.0010083545930683613
0.8726140420185402,-0.0567474365234375,-0.0009663316886872053
0.8952369169564918,-0.05670166015625,0.00024729297729209065
0.917668667039834,-0.056732177734375,-0.0017426129197701812
0.9400868749944493,-0.0567169189453125,-0.00010205578291788697
0.9623678750358522,-0.056732177734375,-0.0010306413751095533
0.9849292089929804,-0.05670166015625,0.001214667339809239
1.0070124589838088,-0.05670166015625,0.0011463508708402514
1.029527375008911,-0.05670166015625,0.00044868333498016
1.0517312090378255,-0.056732177734375,-0.0008051057229749858
1.0739042919594795,-0.0567169189453125,-0.00044191189226694405
1.0960930000292137,-0.0566864013671875,0.0016478903125971556
1.1173568749800324,-0.0567169189453125,-0.0005007273284718394
1.1395042500225827,-0.0567626953125,-0.0035275816917419434
1.1616079999366775,-0.0567169189453125,0.0011268977541476488
1.183801042032428,-0.0567169189453125,0.0008309877594001591
1.2060335839632899,-0.05670166015625,0.00012405170127749443
1.2285172919509932,-0.0567169189453125,-0.0006014222744852304
1.2499024589778855,-0.0567169189453125,0.0005513268988579512
1.2716617089463398,-0.056732177734375,-0.0024097301065921783
1.293160666944459,-0.05670166015625,0.0021257444750517607
1.3160170420305803,-0.0567474365234375,-0.0017668729415163398
1.3385652919532731,-0.056671142578125,0.002190051134675741
1.3611524170264602,-0.0567169189453125,-0.0013708383776247501
1.3836410419316962,-0.056732177734375,-0.0005042738630436361
