time,position,velocity
0.00012629199773073196,1.9635772705078125,-6.009991645812988
0.024209291907027364,1.18096923828125,-22.723421096801758
0.04588270897511393,0.8561859130859375,-17.538286209106445
0.06839941698126495,0.5221710205078125,-16.17967414855957
0.09129404195118695,0.12371826171875,-15.962059020996094
0.11431879200972617,-0.1397247314453125,-4.658901214599609
0.13728516700211912,0.087738037109375,3.6873996257781982
0.15952400001697242,0.1570587158203125,3.4277091026306152
0.18152120895683765,0.1760711669921875,1.0857338905334473
0.2039270419627428,0.1712646484375,-0.3691660165786743
0.22650791693013161,0.12091064453125,-2.490316152572632
0.24910962500143796,0.0301361083984375,-3.5195209980010986
0.27161216700915247,-0.0855560302734375,-4.844568729400635
0.2941276669735089,-0.0440521240234375,0.47066086530685425
0.31696316692978144,-0.05291748046875,-0.3239544928073883
0.33972416701726615,-0.0490570068359375,-0.047874610871076584
0.3621182090137154,-0.0485382080078125,-0.00859737303107977
0.3846954589243978,-0.0484619140625,0.0013742386363446712
0.40640716697089374,-0.0484619140625,0.001192640047520399
0.4289157500024885,-0.0484619140625,3.977600863436237e-05
0.4512993339449167,-0.04852294921875,-0.0045325434766709805
0.4737810419173911,-0.0484619140625,-6.572690472239628e-05
0.4958886249223724,-0.0484619140625,0.0005496669327840209
0.5182816250016913,-0.0484466552734375,0.00017033876792993397
0.5406998749822378,-0.0484619140625,0.0007448829128406942
0.5628001670120284,-0.048492431640625,-0.0011578305857256055
0.5854409169405699,-0.0484771728515625,0.00010854635911528021
0.6081841249251738,-0.0484619140625,0.001189777278341353
0.6308192919241264,-0.0484466552734375,0.00044816959416493773
0.6528895419323817,-0.0484771728515625,-5.931788109592162e-05
0.6754463749239221,-0.0484466552734375,0.0002513545914553106
0.697820458910428,-0.0484466552734375,0.0012100355233997107
0.7198767919326201,-0.0484771728515625,0.0002965543535538018
0.7416380000067875,-0.0484619140625,0.000585140660405159
0.7641890419181436,-0.0484619140625,0.00047540300874970853
0.7863710839301348,-0.0484771728515625,-0.0003513424308039248
0.8081507919123396,-0.0484161376953125,0.0035640443675220013
0.8305034999502823,-0.0484619140625,-0.000233366503380239
0.8522684999043122,-0.048431396484375,0.002334631746634841
0.8749624589690939,-0.0484619140625,-0.0001391914556734264
0.8975401669740677,-0.0484771728515625,-0.0003465365443844348
0.9199787919642404,-0.0484466552734375,0.002118245232850313
0.9423612089594826,-0.0484771728515625,-0.0013178036315366626
0.964707208913751,-0.04852294921875,-0.004069799091666937
0.9860764999175444,-0.048431396484375,0.0026905022095888853
1.0080897499574348,-0.0485076904296875,-0.003246717620640993
1.0304338339483365,-0.0484466552734375,0.0012522547040134668
1.0526303749065846,-0.0484771728515625,-0.0006565226940438151
