time,position,velocity,q_current,command_position
2.195802517235279e-05,0.3466033935546875,-0.0065687550231814384,0.7212249040603638,0.3794372606180529
0.01371316600125283,0.3466796875,0.08229054510593414,0.7216510772705078,0.38129209611795334
0.027294500032439828,0.3465423583984375,-0.009241797029972076,0.8789987564086914,0.38677200645838894
0.04084862500894815,0.3465576171875,0.006822042632848024,0.8611794710159302,0.3958155722901506
0.054390458040870726,0.3466033935546875,-0.00596625218167901,1.2122926712036133,0.40835166287587654
0.06793433299753815,0.3466644287109375,0.018355371430516243,1.495602011680603,0.42429882399614904
0.08147237508092076,0.3466949462890625,0.004092482849955559,1.7617180347442627,0.4435310346649821
0.09501337504480034,0.3470306396484375,0.056255925446748734,2.4277286529541016,0.4659205883314792
0.1085450000828132,0.3485565185546875,0.12288937717676163,2.698701858520508,0.49128309827478683
0.12157987500540912,0.3527069091796875,0.3240948021411896,3.3310000896453857,0.5183684729215194
0.13511295802891254,0.3586273193359375,0.5077621936798096,3.614164352416992,0.5490475969555294
0.14864154101815075,0.3674774169921875,0.6958779692649841,4.026103973388672,0.5821027153268723
0.16220300004351884,0.377960205078125,0.7272900938987732,4.7101311683654785,0.6173928704816711
0.17574475007131696,0.389434814453125,1.1091442108154297,4.750655651092529,0.6545291727829665
0.1892803329974413,0.410614013671875,1.7354439496994019,4.640488147735596,0.6932747362238603
0.20281079097185284,0.439117431640625,2.1054646968841553,5.005992889404297,0.7333505888413087
0.21634462499059737,0.4734649658203125,2.718561887741089,5.420610427856445,0.774492008768951
0.22987054102122784,0.516082763671875,3.2428958415985107,4.208243370056152,0.8163671594856897
0.24339708301704377,0.5585174560546875,2.9536707401275635,4.341471195220947,0.8586995305314087
0.25702508306130767,0.6038055419921875,3.308781147003174,4.077445983886719,0.9015000393006092
0.2705924160545692,0.654052734375,3.7828402519226074,3.7152316570281982,0.9439498886079154
0.2842159579740837,0.7031097412109375,3.2678115367889404,4.166759967803955,0.9861037425288807
0.29782854102086276,0.74566650390625,3.0514729022979736,3.826202392578125,1.0274436186976623
0.3107074999716133,0.7878570556640625,3.4320180416107178,3.659738302230835,1.0655642992993346
0.3243309580720961,0.837890625,3.54561710357666,3.9203317165374756,1.1045577371237207
0.3379278330830857,0.881256103515625,2.9854226112365723,3.770714282989502,1.1418316071862726
0.3515542499953881,0.923370361328125,3.261462688446045,3.3394603729248047,1.1772660900490404
0.3651298329932615,0.9696044921875,3.526095390319824,2.8759093284606934,1.2103990355528307
0.3787151250289753,1.0135955810546875,2.8271307945251465,3.823115348815918,1.241146510804414
0.39234108303207904,1.048614501953125,2.337160110473633,3.0913209915161133,1.269340111172257
0.40597058297134936,1.0819091796875,2.2906956672668457,3.3022897243499756,1.294683733967855
0.41937025007791817,1.1122283935546875,2.2842836380004883,3.00534987449646,1.3166340583789407
0.4330117499921471,1.1403961181640625,1.7939348220825195,3.2745206356048584,1.3357981330623192
0.4466202500043437,1.16314697265625,1.46152663230896,3.673337936401367,1.3515774648246055
0.4602200830122456,1.1808624267578125,1.2330265045166016,3.2358031272888184,1.3639003203053128
0.47380920802243054,1.1990814208984375,1.3883862495422363,3.301278829574585,1.3726823903006067
0.48741370800416917,1.212738037109375,0.7515994310379028,3.543842077255249,1.377874579647767
0.5000045830383897,1.2201690673828125,0.525037407875061,3.464822292327881,1.3794372556520715
0.5136597499949858,1.22674560546875,0.4008379578590393,3.5787417888641357,1.3775968286814753
0.5272462910506874,1.23175048828125,0.3885955512523651,3.183335304260254,1.3721283291685924
0.5400665410561487,1.2331695556640625,0.02323800139129162,3.2532687187194824,1.363676806747455
0.5536929579684511,1.2331085205078125,0.0036853246856480837,3.0943095684051514,1.3512526842589692
0.5672669999767095,1.2331085205078125,0.04288479685783386,2.9712331295013428,1.3354396306029401
0.5803278749808669,1.23297119140625,-0.03791743889451027,2.4082796573638916,1.317093436274952
0.5940225829835981,1.233001708984375,-0.01912403106689453,1.8994724750518799,1.294695692881063
0.6076375000411645,1.2329559326171875,0.02086603082716465,1.5978983640670776,1.269382228416387
0.6212508750613779,1.2327880859375,0.04504956305027008,0.924926221370697,1.241220247887837
0.6349632079945877,1.232147216796875,-0.004346687346696854,0.18218159675598145,1.2101798816437717
0.6486613330198452,1.2290802001953125,-0.30561837553977966,0.12061189860105515,1.1767218044832526
0.6622549580642954,1.2193145751953125,-0.7657150626182556,-0.7034828662872314,1.1413426094216756
0.6749793749768287,1.2051544189453125,-1.1700397729873657,-1.1347498893737793,1.1064902369660257
0.6886600829893723,1.1864471435546875,-1.490085482597351,-0.9496010541915894,1.0674068323807866
0.7022689579753205,1.160308837890625,-2.0746073722839355,-1.023327350616455,1.0271510160510988
0.7158672079676762,1.1277618408203125,-2.555107593536377,-0.6929172277450562,0.9858484690995346
0.7294604160124436,1.088104248046875,-3.0343000888824463,-0.26055335998535156,0.9437852955723802
0.7430922500789165,1.0434112548828125,-3.3676810264587402,-0.5544387102127075,0.9011317794386717
0.7566499160602689,0.994781494140625,-3.4989500045776367,-0.14985641837120056,0.8585520065328224
0.7702352909836918,0.949066162109375,-3.4031260013580322,-0.30713963508605957,0.8160373481220691
0.7838563750265166,0.898101806640625,-3.813607692718506,0.1868933141231537,0.7738746982865412
0.7974919159896672,0.8463592529296875,-3.611649990081787,0.1895984262228012,0.7324413673902358
0.8111084160627797,0.7996978759765625,-3.2366175651550293,0.270879864692688,0.6921418094066465
0.8246933330083266,0.7567291259765625,-3.2483584880828857,-0.028762049973011017,0.6533008428167164
