time,position,velocity,q_current
0.00011129199992865324,-0.1723175048828125,0.9845027923583984,-1.5839194059371948
0.025114916992606595,-0.125732421875,2.016476631164551,-0.009033197537064552
0.047984791977796704,-0.0653533935546875,2.607257127761841,0.7214395999908447
0.0713338749774266,0.00335693359375,3.0854785442352295,-0.9810780882835388
0.0945282079919707,0.0770721435546875,3.3122060298919678,0.8189589977264404
0.11761066698818468,0.1475372314453125,3.4475460052490234,-0.9418389201164246
0.14081637497292832,0.2199249267578125,3.408670425415039,0.8431339263916016
0.1638553749944549,0.2896575927734375,3.326382637023926,-0.9901660680770874
0.18672783297370188,0.36767578125,3.534198522567749,0.4212367534637451
0.20937316698837094,0.4399566650390625,3.1455721855163574,-0.3545437455177307
0.23213204197236337,0.5186614990234375,3.0533502101898193,-0.18120276927947998
0.25516520798555575,0.5858612060546875,2.429807662963867,-0.11887388676404953
0.2774919579969719,0.657745361328125,2.6518051624298096,0.13927575945854187
0.30054516697418876,0.7192840576171875,2.88019061088562,-0.9804546236991882
0.3230110419972334,0.74853515625,1.5193157196044922,1.2184157371520996
0.3460497499909252,0.79052734375,1.6672552824020386,0.8807469606399536
0.36903337499825284,0.8044586181640625,0.7395192384719849,-0.1399439573287964
0.3917724169732537,0.8059234619140625,0.13194353878498077,-0.25342440605163574
0.41475233298842795,0.804718017578125,-0.02658829092979431,-0.15953874588012695
0.4374120829743333,0.800750732421875,-0.18403089046478271,0.14852991700172424
0.4604599999729544,0.7985382080078125,-0.07143876701593399,0.31933891773223877
0.48354245797963813,0.777191162109375,-0.8259029984474182,1.6123991012573242
0.5065282079740427,0.7375640869140625,-1.9343419075012207,0.4155677258968353
0.5295909169944935,0.710723876953125,-0.9592735171318054,-1.4464339017868042
0.5526098329864908,0.6532135009765625,-2.8117470741271973,0.44898468255996704
0.5756012499914505,0.6039581298828125,-1.7024405002593994,1.2249047756195068
0.5985638749843929,0.5289764404296875,-2.921910524368286,-0.9312628507614136
0.6209381249791477,0.4587860107421875,-3.59210467338562,1.075589895248413
0.6436013749917038,0.371490478515625,-3.8409788608551025,0.14825275540351868
0.6657198329921812,0.27734375,-4.54706335067749,-1.5904014110565186
0.6887714999902528,0.19683837890625,-2.9857308864593506,1.7701400518417358
0.7118871669808868,0.1039886474609375,-4.03706169128418,-1.1187975406646729
0.7349952079821378,0.0479888916015625,-2.5191471576690674,1.7257826328277588
0.7573763330001384,0.01458740234375,-1.7529044151306152,-0.21625486016273499
0.7803413749788888,0.0094757080078125,-0.3671470284461975,-0.6022137403488159
0.8031552079773974,0.0130767822265625,0.09685053676366806,-0.3319859504699707
0.8262260419724043,0.0218048095703125,0.413140207529068,0.37544938921928406
0.8492330419830978,0.0465240478515625,1.1086465120315552,1.6981996297836304
0.8722360829997342,0.0847015380859375,1.523190975189209,0.2591603994369507
0.8943320419930387,0.142913818359375,2.525822162628174,-1.2269952297210693
0.9174987079750281,0.2059173583984375,2.8677260875701904,1.5926545858383179
0.9405709579878021,0.26702880859375,2.6511757373809814,-1.7707370519638062
0.9635961249878164,0.3405303955078125,2.870800495147705,1.7647827863693237
0.9866188329760917,0.4178619384765625,3.1080822944641113,-1.613224744796753
1.009523916989565,0.504058837890625,3.5135083198547363,0.8864936232566833
1.0326041669759434,0.5820465087890625,3.0183467864990234,-0.4191230535507202
1.0556352499988861,0.6702117919921875,3.6044297218322754,-0.8028109073638916
1.0786469999875408,0.75262451171875,3.3728013038635254,1.3824341297149658
1.100802291999571,0.82733154296875,3.405698776245117,-1.59846830368042
1.1237955419928767,0.9027557373046875,3.448176860809326,1.6904281377792358
1.1461434579978231,0.9680328369140625,3.4026544094085693,-1.5115668773651123
1.1683250419737305,1.02313232421875,2.631074905395508,0.47400110960006714
1.1914092499937396,1.06915283203125,1.5397275686264038,1.3092989921569824
1.2144664999796078,1.0944366455078125,1.0897443294525146,-0.46921536326408386
1.2371757079963572,1.09796142578125,0.20104442536830902,-0.7259175777435303
1.260215916991001,1.094024658203125,-0.14190076291561127,-0.4370848536491394
1.2831178329943214,1.0862884521484375,-0.33275023102760315,0.08853277564048767
1.306032332999166,1.0758056640625,-0.5007120966911316,0.8666662573814392
1.3284992080007214,1.0435791015625,-1.28849196434021,1.643039584159851
1.3514851249929052,1.018951416015625,-1.1630803346633911,0.14934062957763672
1.3745507079875097,0.9403076171875,-3.3266093730926514,0.3369849622249603
1.396839374996489,0.8681182861328125,-3.30212140083313,-0.49080997705459595
1.4197619170008693,0.7698211669921875,-4.690896511077881,1.7591452598571777
1.4426609169750009,0.6794586181640625,-3.567694664001465,-1.3500916957855225
1.4656906249874737,0.558929443359375,-5.240673065185547,-1.681387186050415
1.4887053329730406,0.4446868896484375,-5.137190341949463,0.011604523286223412
1.510979957995005,0.339111328125,-4.460544586181641,1.7706278562545776
